"";"species";"coord_model";"lat";"long";"year";"country"
"1";"Lonomia paraobliqua";1;-27,345;-54,437;2002;"Argentina"
"2";"Lonomia paraobliqua";1;-27,345;-54,437;2002;"Argentina"
"3";"Lonomia obliqua";1;-27,149;-54,708;2014;"Argentina"
"4";"Lonomia obliqua";0;NA;NA;2014;"Argentina"
"5";"Lonomia obliqua";0;-26,737;-54,432;2014;"Argentina"
"6";"Lonomia obliqua";1;-26,344;-54,155;2014;"Argentina"
"7";"Lonomia obliqua";1;-26,341;-54,051;2014;"Argentina"
"8";"Lonomia obliqua";1;-27,16;-54,48;2014;"Argentina"
"9";"Lonomia obliqua";1;-26,704;-53,917;2014;"Argentina"
"10";"Lonomia obliqua";1;-27,092;-54,935;2015;"Argentina"
"11";"Lonomia obliqua";1;-27,085;-53,98;2015;"Argentina"
"12";"Lonomia obliqua";1;-27,668;-55,043;2015;"Argentina"
"13";"Lonomia obliqua";1;-27,668;-55,043;2015;"Argentina"
"14";"Lonomia obliqua";1;-27,616;-54,957;2015;"Argentina"
"15";"Lonomia obliqua";1;-26,442;-54,142;2015;"Argentina"
"16";"Lonomia obliqua";0;-26,62;-54,107;2015;"Argentina"
"17";"Lonomia obliqua";0;-26,737;-54,432;2015;"Argentina"
"18";"Lonomia obliqua";1;-27,269;-54,733;2015;"Argentina"
"19";"Lonomia obliqua";1;-27,216;-54,743;2015;"Argentina"
"20";"Lonomia obliqua";1;-26,218;-54,061;2015;"Argentina"
"21";"Lonomia obliqua";1;-26,141;-53,717;2015;"Argentina"
"22";"Lonomia obliqua";1;-27,024;-54,472;2015;"Argentina"
"23";"Lonomia obliqua";1;-27,021;-54,559;2015;"Argentina"
"24";"Lonomia obliqua";1;-27,002;-54,476;2015;"Argentina"
"25";"Lonomia obliqua";1;-26,942;-54,408;2015;"Argentina"
"26";"Lonomia obliqua";1;-26,166;-53,709;2016;"Argentina"
"27";"Lonomia obliqua";1;-27,172;-54,3;2016;"Argentina"
"28";"Lonomia obliqua";1;-27,11;-54,371;2016;"Argentina"
"29";"Lonomia obliqua";1;-27,259;-54,746;2016;"Argentina"
"30";"Lonomia obliqua";1;-26,132;-54,131;2016;"Argentina"
"31";"Lonomia obliqua";1;-26,063;-54,041;2016;"Argentina"
"32";"Lonomia obliqua";1;-27,13;-54,614;2016;"Argentina"
"33";"Lonomia obliqua";1;-27,094;-54,868;2017;"Argentina"
"34";"Lonomia obliqua";1;-26,966;-54,605;2017;"Argentina"
"35";"Lonomia obliqua";1;-26,814;-54,31;2017;"Argentina"
"36";"Lonomia obliqua";1;-26,267;-53,926;2017;"Argentina"
"37";"Lonomia obliqua";1;-26,646;-53,993;2017;"Argentina"
"38";"Lonomia obliqua";1;-26,627;-54,102;2017;"Argentina"
"39";"Lonomia obliqua";1;-26,497;-53,936;2017;"Argentina"
"40";"Lonomia obliqua";1;-27,194;-54,894;2018;"Argentina"
"41";"Lonomia obliqua";1;-26,305;-53,817;2018;"Argentina"
"42";"Lonomia obliqua";1;-26,165;-53,71;2018;"Argentina"
"43";"Lonomia obliqua";1;-26,736;-54,277;2018;"Argentina"
"44";"Lonomia obliqua";1;-27,04;-54,134;2018;"Argentina"
"45";"Lonomia obliqua";1;-26,127;-53,944;2018;"Argentina"
"46";"Lonomia obliqua";1;-26,689;-54,265;2018;"Argentina"
"47";"Lonomia obliqua";1;-26,688;-54,265;2018;"Argentina"
"48";"Lonomia obliqua";1;-26,628;-54,106;2018;"Argentina"
"49";"Lonomia obliqua";1;-26,627;-54,102;2018;"Argentina"
"50";"Lonomia obliqua";1;-27,746;-55,306;2018;"Argentina"
"51";"Lonomia obliqua";1;-27,146;-54,711;2019;"Argentina"
"52";"Lonomia obliqua";1;-27,098;-54,862;2019;"Argentina"
"53";"Lonomia obliqua";1;-27,098;-54,862;2019;"Argentina"
"54";"Lonomia obliqua";1;-27,098;-54,862;2019;"Argentina"
"55";"Lonomia obliqua";1;-27,098;-54,862;2019;"Argentina"
"56";"Lonomia obliqua";1;-27,094;-54,868;2019;"Argentina"
"57";"Lonomia obliqua";1;-27,234;-54,931;2019;"Argentina"
"58";"Lonomia obliqua";1;-26,298;-53,749;2019;"Argentina"
"59";"Lonomia obliqua";1;-26,298;-53,749;2019;"Argentina"
"60";"Lonomia obliqua";1;-26,298;-53,749;2019;"Argentina"
"61";"Lonomia obliqua";1;-26,736;-54,277;2019;"Argentina"
"62";"Lonomia obliqua";1;-27,406;-55,008;2019;"Argentina"
"63";"Lonomia obliqua";1;-25,63;-54,556;2019;"Argentina"
"64";"Lonomia obliqua";1;-26,689;-54,265;2019;"Argentina"
"65";"Lonomia obliqua";1;-26,637;-54,133;2019;"Argentina"
"66";"Lonomia obliqua";1;-26,629;-54,114;2019;"Argentina"
"67";"Lonomia obliqua";1;-26,627;-54,102;2019;"Argentina"
"68";"Lonomia obliqua";1;-26,627;-54,102;2019;"Argentina"
"69";"Lonomia obliqua";1;-26,605;-54,124;2019;"Argentina"
"70";"Lonomia obliqua";1;-27,098;-54,862;2020;"Argentina"
"71";"Lonomia obliqua";1;-27,234;-54,931;2020;"Argentina"
"72";"Lonomia obliqua";1;-27,49;-55,042;2020;"Argentina"
"73";"Lonomia obliqua";0;NA;NA;2020;"Argentina"
"74";"Lonomia obliqua";1;-26,299;-53,747;NA;"Argentina"
"75";"Lonomia obliqua";1;-26,619;-54,099;NA;"Argentina"
"76";"Lonomia achelous";1;-16,04;-67,817;1984;"Bolivia"
"77";"Lonomia achelous";1;-17,088;-65,676;1984;"Bolivia"
"78";"Lonomia achelous";1;-16,275;-67,682;1984;"Bolivia"
"79";"Lonomia achelous";0;NA;NA;1984;"Bolivia"
"80";"Lonomia achelous";1;-16,055;-67,611;1984;"Bolivia"
"81";"Lonomia paraobliqua";1;-16,218;-67,769;2005;"Bolivia"
"82";"Lonomia paraobliqua";1;-17,317;-64,906;NA;"Bolivia"
"83";"Lonomia obliqua";0;-28,742;-53,095;1804;"Brazil"
"84";"Lonomia paraobliqua";1;-26,5;-49,5;1917;"South Yungas, Unduavi to Chulumani, 8 km before Puente Villa"
"85";"Lonomia paraobliqua";1;-26,5;-49,5;1917;"Brazil"
"86";"Lonomia obliqua";0;-22,28;-42,533;1927;"Brazil"
"87";"Lonomia obliqua";0;-22,693;-45,518;1928;"Brazil"
"88";"Lonomia obliqua";0;-23,006;-44,316;1931;"Brazil"
"89";"Lonomia obliqua";1;-22,949;-43,18;1932;"Brazil"
"90";"Lonomia obliqua";1;-22,952;-43,211;1932;"Brazil"
"91";"Lonomia obliqua";1;-22,952;-43,211;1932;"Brazil"
"92";"Lonomia obliqua";1;-22,952;-43,211;1932;"Brazil"
"93";"Lonomia obliqua";1;-22,539;-43,21;1932;"Brazil"
"94";"Lonomia obliqua";1;-22,952;-43,211;1933;"Brazil"
"95";"Lonomia obliqua";1;-22,539;-43,21;1933;"Brazil"
"96";"Lonomia obliqua";0;-22,911;-43,209;1933;"Brazil"
"97";"Lonomia obliqua";0;-22,416;-42,975;1933;"Brazil"
"98";"Lonomia obliqua";0;-23,006;-44,316;1934;"Brazil"
"99";"Lonomia obliqua";0;-23,006;-44,316;1934;"Brazil"
"100";"Lonomia obliqua";0;-23,006;-44,316;1934;"Brazil"
"101";"Lonomia obliqua";0;-23,006;-44,316;1934;"Brazil"
"102";"Lonomia obliqua";0;-23,006;-44,316;1934;"Brazil"
"103";"Lonomia obliqua";1;-22,866;-43,253;1935;"Brazil"
"104";"Lonomia obliqua";0;-23,006;-44,316;1935;"Brazil"
"105";"Lonomia obliqua";1;-22,981;-43,238;1936;"Brazil"
"106";"Lonomia paraobliqua";1;-26,283;-49,333;1936;"Brazil"
"107";"Lonomia paraobliqua";1;-26,283;-49,333;1936;"Brazil"
"108";"Lonomia obliqua";1;-22,75;-45,586;1937;"Brazil"
"109";"Lonomia obliqua";0;-22,693;-45,518;1937;"Brazil"
"110";"Lonomia obliqua";0;-22,682;-44,322;1937;"Brazil"
"111";"Lonomia obliqua";0;-22,693;-45,518;1938;"Brazil"
"112";"Lonomia obliqua";0;-22,693;-45,518;1938;"Brazil"
"113";"Lonomia obliqua";0;-22,693;-45,518;1938;"Brazil"
"114";"Lonomia obliqua";0;-22,693;-45,518;1938;"Brazil"
"115";"Lonomia obliqua";0;-22,416;-42,975;1938;"Brazil"
"116";"Lonomia obliqua";0;-22,693;-45,518;1938;"Brazil"
"117";"Lonomia obliqua";0;-22,508;-43,179;1938;"Brazil"
"118";"Lonomia obliqua";0;-25,089;-50,16;1938;"Brazil"
"119";"Lonomia obliqua";0;-22,416;-42,975;1939;"Brazil"
"120";"Lonomia obliqua";0;-25,089;-50,16;1939;"Brazil"
"121";"Lonomia obliqua";0;-22,911;-43,209;1939;"Brazil"
"122";"Lonomia obliqua";0;-24,317;-47,636;1940;"Brazil"
"123";"Lonomia obliqua";0;-24,317;-47,636;1940;"Brazil"
"124";"Lonomia obliqua";0;-24,317;-47,636;1940;"Brazil"
"125";"Lonomia obliqua";0;-23,529;-45,847;1940;"Brazil"
"126";"Lonomia obliqua";0;-22,416;-42,975;1940;"Brazil"
"127";"Lonomia obliqua";0;-19,936;-40,598;1943;"Brazil"
"128";"Lonomia obliqua";0;-19,936;-40,598;1943;"Brazil"
"129";"Lonomia obliqua";0;-19,936;-40,598;1943;"Brazil"
"130";"Lonomia obliqua";0;-19,923;-43,945;1945;"Brazil"
"131";"Lonomia obliqua";0;-19,923;-43,945;1945;"Brazil"
"132";"Lonomia obliqua";0;-19,923;-43,945;1945;"Brazil"
"133";"Lonomia obliqua";0;-19,923;-43,945;1945;"Brazil"
"134";"Lonomia obliqua";0;-23,529;-45,847;1946;"Brazil"
"135";"Lonomia obliqua";0;-23,529;-45,847;1946;"Brazil"
"136";"Lonomia obliqua";0;NA;NA;1947;"Brazil"
"137";"Lonomia obliqua";1;-22,949;-43,18;1948;"Brazil"
"138";"Lonomia obliqua";0;-22,496;-44,563;1948;"Brazil"
"139";"Lonomia obliqua";0;-22,195;-48,78;1948;"Brazil"
"140";"Lonomia obliqua";0;-23,529;-45,847;1948;"Brazil"
"141";"Lonomia obliqua";0;NA;NA;1948;"Brazil"
"142";"Lonomia obliqua";0;-23,529;-45,847;1948;"Brazil"
"143";"Lonomia obliqua";0;-19,936;-40,598;1948;"Brazil"
"144";"Lonomia obliqua";0;-19,936;-40,598;1948;"Brazil"
"145";"Lonomia paraobliqua";1;-26,283;-49,333;1950;"Brazil"
"146";"Lonomia obliqua";0;-22,496;-44,563;1950;"Brazil"
"147";"Lonomia paraobliqua";1;-26,283;-49,333;1950;"Brazil"
"148";"Lonomia obliqua";0;-22,496;-44,563;1951;"Brazil"
"149";"Lonomia obliqua";0;-22,496;-44,563;1951;"Brazil"
"150";"Lonomia obliqua";0;-22,496;-44,563;1951;"Brazil"
"151";"Lonomia obliqua";1;-22,324;-44,597;1952;"Brazil"
"152";"Lonomia obliqua";1;-22,324;-44,597;1952;"Brazil"
"153";"Lonomia obliqua";0;-25,43;-49,271;1952;"Brazil"
"154";"Lonomia obliqua";0;-25,43;-49,271;1952;"Brazil"
"155";"Lonomia obliqua";0;-22,693;-45,518;1953;"Brazil"
"156";"Lonomia obliqua";0;-23,529;-45,847;1956;"Brazil"
"157";"Lonomia paraobliqua";1;-26,283;-49,333;1959;"Brazil"
"158";"Lonomia paraobliqua";1;-26,283;-49,333;1959;"Brazil"
"159";"Lonomia paraobliqua";1;-26,283;-49,333;1959;"Brazil"
"160";"Lonomia paraobliqua";1;-26,283;-49,333;1959;"Brazil"
"161";"Lonomia paraobliqua";1;-28,267;-49,117;1960;"Brazil"
"162";"Lonomia paraobliqua";1;-26,283;-49,333;1960;"Brazil"
"163";"Lonomia paraobliqua";1;-26,283;-49,333;1960;"Brazil"
"164";"Lonomia obliqua";0;-26,427;-49,247;1960;"Brazil"
"165";"Lonomia paraobliqua";1;-28,267;-49,117;1960;"Brazil"
"166";"Lonomia paraobliqua";1;-26,283;-49,333;1960;"Brazil"
"167";"Lonomia paraobliqua";1;-26,283;-49,333;1960;"Brazil"
"168";"Lonomia paraobliqua";1;-22,5;-43,183;1961;"Brazil"
"169";"Lonomia paraobliqua";1;-22,5;-43,183;1961;"Brazil"
"170";"Lonomia obliqua";0;-22,682;-44,322;1962;"Brazil"
"171";"Lonomia obliqua";1;-22,49;-44,573;1963;"Brazil"
"172";"Lonomia paraobliqua";1;-22,333;-44,717;1963;"Brazil"
"173";"Lonomia paraobliqua";1;-22,333;-44,717;1963;"Brazil"
"174";"Lonomia paraobliqua";1;-22,433;-42,983;1965;"Brazil"
"175";"Lonomia paraobliqua";1;-26,5;-49,5;1965;"Brazil"
"176";"Lonomia paraobliqua";1;-26,5;-49,5;1965;"Brazil"
"177";"Lonomia paraobliqua";1;-22,433;-42,983;1965;"Brazil"
"178";"Lonomia obliqua";0;-27,063;-51,115;1967;"Brazil"
"179";"Lonomia paraobliqua";1;-26,5;-49,5;1967;"Brazil"
"180";"Lonomia paraobliqua";1;-26,5;-49,5;1967;"Brazil"
"181";"Lonomia paraobliqua";1;-26,5;-49,5;1967;"Brazil"
"182";"Lonomia paraobliqua";1;-26,5;-49,5;1967;"Brazil"
"183";"Lonomia paraobliqua";1;-26,5;-49,5;1967;"Brazil"
"184";"Lonomia paraobliqua";1;-26,5;-49,5;1967;"Brazil"
"185";"Lonomia paraobliqua";1;-26,5;-49,5;1967;"Brazil"
"186";"Lonomia paraobliqua";1;-26,5;-49,5;1967;"Brazil"
"187";"Lonomia paraobliqua";1;-26,5;-49,5;1967;"Brazil"
"188";"Lonomia paraobliqua";1;-26,5;-49,5;1967;"Brazil"
"189";"Lonomia obliqua";0;-27,063;-51,115;1968;"Brazil"
"190";"Lonomia obliqua";0;-27,063;-51,115;1968;"Brazil"
"191";"Lonomia paraobliqua";1;-26,5;-49,5;1968;"Brazil"
"192";"Lonomia paraobliqua";1;-26,5;-49,5;1968;"Brazil"
"193";"Lonomia paraobliqua";1;-26,5;-49,5;1968;"Brazil"
"194";"Lonomia paraobliqua";1;-26,5;-49,5;1968;"Brazil"
"195";"Lonomia paraobliqua";1;-26,5;-49,5;1968;"Brazil"
"196";"Lonomia paraobliqua";1;-26,5;-49,5;1968;"Brazil"
"197";"Lonomia paraobliqua";1;-26,5;-49,5;1968;"Brazil"
"198";"Lonomia paraobliqua";1;-26,5;-49,5;1968;"Brazil"
"199";"Lonomia paraobliqua";1;-15,79;-47,88;1968;"Brazil"
"200";"Lonomia paraobliqua";1;-15,79;-47,88;1968;"Brazil"
"201";"Lonomia paraobliqua";1;-26,5;-49,5;1969;"Brazil"
"202";"Lonomia paraobliqua";1;-26,5;-49,5;1969;"Brazil"
"203";"Lonomia paraobliqua";1;-26,283;-49,333;1971;"Brazil"
"204";"Lonomia paraobliqua";1;-26,283;-49,333;1971;"Brazil"
"205";"Lonomia obliqua";1;-15,583;-47,7;1976;"Brazil"
"206";"Lonomia obliqua";1;-15,583;-47,7;1976;"Brazil"
"207";"Lonomia obliqua";1;-15,583;-47,7;1976;"Brazil"
"208";"Lonomia obliqua";1;-15,583;-47,7;1976;"Brazil"
"209";"Lonomia obliqua";1;-15,583;-47,7;1977;"Brazil"
"210";"Lonomia obliqua";1;-15,583;-47,7;1977;"Brazil"
"211";"Lonomia obliqua";1;-15,583;-47,7;1977;"Brazil"
"212";"Lonomia obliqua";1;-15,583;-47,7;1978;"Brazil"
"213";"Lonomia obliqua";1;-15,583;-47,7;1978;"Brazil"
"214";"Lonomia obliqua";1;-15,583;-47,7;1978;"Brazil"
"215";"Lonomia obliqua";1;-15,583;-47,7;1979;"Brazil"
"216";"Lonomia obliqua";0;-19,569;-40,172;1981;"Brazil"
"217";"Lonomia achelous";1;10,692;-61,289;1981;"Brazil"
"218";"Lonomia paraobliqua";1;-20,409;-41,006;1981;"Brazil"
"219";"Lonomia paraobliqua";1;-20,409;-41,006;1981;"Brazil"
"220";"Lonomia paraobliqua";1;-20,288;-41,569;1981;"Brazil"
"221";"Lonomia paraobliqua";1;-20,288;-41,569;1981;"Brazil"
"222";"Lonomia paraobliqua";1;-20,283;-41,525;1981;"Brazil"
"223";"Lonomia paraobliqua";1;-20,283;-41,525;1981;"Brazil"
"224";"Lonomia paraobliqua";1;-20,283;-41,525;1981;"Brazil"
"225";"Lonomia paraobliqua";1;-20,283;-41,525;1981;"Brazil"
"226";"Lonomia paraobliqua";1;-20,283;-41,525;1981;"Brazil"
"227";"Lonomia paraobliqua";1;-20,283;-41,525;1981;"Brazil"
"228";"Lonomia paraobliqua";1;-20,283;-41,525;1981;"Brazil"
"229";"Lonomia paraobliqua";1;-20,283;-41,525;1981;"Brazil"
"230";"Lonomia paraobliqua";0;-26,248;-49,382;1984;"Brazil"
"231";"Lonomia achelous";0;-1,142;-52,138;1986;"Brazil"
"232";"Lonomia achelous";0;-1,142;-52,138;1986;"Brazil"
"233";"Lonomia achelous";0;-1,142;-52,138;1986;"Brazil"
"234";"Lonomia achelous";1;-0,116;-51,286;1986;"Brazil"
"235";"Lonomia achelous";0;-0,116;-51,286;1986;"Brazil"
"236";"Lonomia obliqua";1;-19,138;-40,059;1987;"Brazil"
"237";"Lonomia achelous";1;-19,121;-40,059;1987;"Brazil"
"238";"Lonomia obliqua";0;-25,43;-48,713;1987;"Brazil"
"239";"Lonomia obliqua";0;-25,534;-49,207;1987;"Brazil"
"240";"Lonomia obliqua";0;-25,089;-50,16;1987;"Brazil"
"241";"Lonomia obliqua";0;-24,328;-50,632;1987;"Brazil"
"242";"Lonomia obliqua";0;-23,437;-50,248;1987;"Brazil"
"243";"Lonomia obliqua";1;-19,138;-40,059;1988;"Brazil"
"244";"Lonomia achelous";1;-19,121;-40,059;1988;"Brazil"
"245";"Lonomia obliqua";0;NA;NA;1989;"Brazil"
"246";"Lonomia obliqua";0;NA;NA;1989;"Brazil"
"247";"Lonomia obliqua";1;-19,138;-40,059;1989;"Brazil"
"248";"Lonomia achelous";1;-19,121;-40,059;1989;"Brazil"
"249";"Lonomia obliqua";1;-19,138;-40,059;1990;"Brazil"
"250";"Lonomia achelous";1;-19,121;-40,059;1990;"Brazil"
"251";"Lonomia obliqua";1;-19,138;-40,059;1992;"Brazil"
"252";"Lonomia achelous";1;-19,121;-40,059;1992;"Brazil"
"253";"Lonomia obliqua";0;-29,714;-52,429;1994;"Brazil"
"254";"Lonomia obliqua";0;-29,716;-52,501;1994;"Brazil"
"255";"Lonomia obliqua";0;-28,534;-52,155;1994;"Brazil"
"256";"Lonomia obliqua";0;-28,255;-52,397;1994;"Brazil"
"257";"Lonomia obliqua";0;-28,278;-52,195;1994;"Brazil"
"258";"Lonomia obliqua";0;-29,44;-51,51;1994;"Brazil"
"259";"Lonomia obliqua";0;-29,44;-51,51;1994;"Brazil"
"260";"Lonomia obliqua";0;-29,44;-51,51;1994;"Brazil"
"261";"Lonomia obliqua";0;-29,44;-51,51;1994;"Brazil"
"262";"Lonomia obliqua";0;-29,714;-52,429;1994;"Brazil"
"263";"Lonomia obliqua";0;-27,635;-52,274;1994;"Brazil"
"264";"Lonomia obliqua";0;-28,847;-51,891;1994;"Brazil"
"265";"Lonomia obliqua";0;-28,255;-52,397;1994;"Brazil"
"266";"Lonomia obliqua";0;-28,458;-52,82;1994;"Brazil"
"267";"Lonomia obliqua";0;-28,501;-51,705;1994;"Brazil"
"268";"Lonomia obliqua";0;-29,226;-51,347;1994;"Brazil"
"269";"Lonomia obliqua";0;-28,107;-52,145;1994;"Brazil"
"270";"Lonomia obliqua";0;-27,231;-52,023;1994;"Brazil"
"271";"Lonomia paraobliqua";1;-26,4;-49,217;1994;"Brazil"
"272";"Lonomia obliqua";1;-18,717;-47,5;1994;"Brazil"
"273";"Lonomia obliqua";0;NA;NA;1995;"Brazil"
"274";"Lonomia obliqua";0;-29,44;-51,51;1995;"Brazil"
"275";"Lonomia obliqua";0;-29,44;-51,51;1995;"Brazil"
"276";"Lonomia obliqua";0;-29,714;-52,429;1995;"Brazil"
"277";"Lonomia obliqua";0;-28,534;-52,155;1995;"Brazil"
"278";"Lonomia obliqua";0;-28,534;-52,155;1995;"Brazil"
"279";"Lonomia obliqua";0;-29,714;-52,429;1995;"Brazil"
"280";"Lonomia obliqua";0;-29,714;-52,429;1995;"Brazil"
"281";"Lonomia obliqua";0;-29,714;-52,429;1995;"Brazil"
"282";"Lonomia obliqua";0;-29,714;-52,429;1995;"Brazil"
"283";"Lonomia obliqua";0;-28,534;-52,155;1995;"Brazil"
"284";"Lonomia obliqua";0;-29,714;-52,429;1995;"Brazil"
"285";"Lonomia obliqua";0;-29,714;-52,429;1995;"Brazil"
"286";"Lonomia obliqua";0;-29,714;-52,429;1995;"Brazil"
"287";"Lonomia obliqua";0;-28,534;-52,155;1995;"Brazil"
"288";"Lonomia obliqua";0;-28,534;-52,155;1995;"Brazil"
"289";"Lonomia obliqua";0;-29,44;-51,51;1995;"Brazil"
"290";"Lonomia achelous";1;-12,567;-60,05;1995;"Brazil"
"291";"Lonomia achelous";1;-12,567;-60,05;1995;"Brazil"
"292";"Lonomia achelous";1;-12,567;-60,05;1995;"Brazil"
"293";"Lonomia achelous";1;-12,567;-60,05;1995;"Brazil"
"294";"Lonomia achelous";1;-12,567;-60,05;1995;"Brazil"
"295";"Lonomia achelous";1;-12,567;-60,05;1995;"Brazil"
"296";"Lonomia achelous";1;-12,567;-60,05;1995;"Brazil"
"297";"Lonomia achelous";1;-12,567;-60,05;1995;"Brazil"
"298";"Lonomia achelous";1;-12,567;-60,05;1995;"Brazil"
"299";"Lonomia achelous";1;-12,567;-60,05;1995;"Brazil"
"300";"Lonomia achelous";1;-12,567;-60,05;1995;"Brazil"
"301";"Lonomia achelous";1;-12,567;-60,05;1995;"Brazil"
"302";"Lonomia achelous";1;-12,567;-60,05;1995;"Brazil"
"303";"Lonomia achelous";1;-12,567;-60,05;1995;"Brazil"
"304";"Lonomia achelous";1;-12,567;-60,05;1995;"Brazil"
"305";"Lonomia obliqua";0;-28,534;-52,155;1996;"Brazil"
"306";"Lonomia obliqua";0;-28,534;-52,155;1996;"Brazil"
"307";"Lonomia obliqua";0;-28,534;-52,155;1996;"Brazil"
"308";"Lonomia obliqua";1;-20,167;-40,567;1996;"Brazil"
"309";"Lonomia obliqua";1;-15,583;-47,7;1997;"Brazil"
"310";"Lonomia obliqua";1;-15,583;-47,7;1997;"Brazil"
"311";"Lonomia obliqua";1;-15,583;-47,7;1997;"Brazil"
"312";"Lonomia obliqua";0;-27,635;-52,274;1998;"Brazil"
"313";"Lonomia obliqua";0;-28,107;-52,145;1998;"Brazil"
"314";"Lonomia obliqua";0;-28,255;-52,397;1998;"Brazil"
"315";"Lonomia obliqua";0;-28,255;-52,397;1998;"Brazil"
"316";"Lonomia obliqua";0;-28,298;-52,794;1998;"Brazil"
"317";"Lonomia obliqua";0;-27,697;-52,052;1998;"Brazil"
"318";"Lonomia obliqua";0;-27,887;-52,226;1998;"Brazil"
"319";"Lonomia obliqua";0;-27,231;-52,023;1998;"Brazil"
"320";"Lonomia obliqua";0;-27,635;-52,274;1998;"Brazil"
"321";"Lonomia obliqua";0;-27,635;-52,274;1998;"Brazil"
"322";"Lonomia obliqua";0;-27,635;-52,274;1998;"Brazil"
"323";"Lonomia obliqua";0;-28,885;-52,999;1998;"Brazil"
"324";"Lonomia obliqua";0;-28,255;-52,397;1998;"Brazil"
"325";"Lonomia obliqua";0;-29,607;-53,756;1998;"Brazil"
"326";"Lonomia obliqua";0;-27,396;-52,302;1998;"Brazil"
"327";"Lonomia obliqua";0;-27,697;-52,052;1998;"Brazil"
"328";"Lonomia obliqua";0;-27,409;-52,413;1998;"Brazil"
"329";"Lonomia obliqua";0;-27,717;-52,626;1998;"Brazil"
"330";"Lonomia obliqua";0;-28,885;-52,999;1998;"Brazil"
"331";"Lonomia obliqua";0;-28,298;-52,794;1998;"Brazil"
"332";"Lonomia obliqua";0;-27,763;-51,989;1998;"Brazil"
"333";"Lonomia obliqua";0;-29,389;-55,866;1998;"Brazil"
"334";"Lonomia obliqua";0;-30,536;-52,516;1998;"Brazil"
"335";"Lonomia obliqua";0;-27,53;-52,733;1998;"Brazil"
"336";"Lonomia obliqua";0;-27,635;-52,274;1998;"Brazil"
"337";"Lonomia obliqua";0;-27,391;-52,57;1998;"Brazil"
"338";"Lonomia obliqua";0;-27,86;-52,086;1998;"Brazil"
"339";"Lonomia obliqua";0;-28,796;-53,225;1998;"Brazil"
"340";"Lonomia obliqua";0;-27,588;-52,093;1998;"Brazil"
"341";"Lonomia obliqua";0;-27,887;-52,226;1998;"Brazil"
"342";"Lonomia obliqua";0;-27,444;-52,918;1998;"Brazil"
"343";"Lonomia obliqua";0;-27,937;-52,425;1998;"Brazil"
"344";"Lonomia obliqua";0;-27,566;-51,668;1998;"Brazil"
"345";"Lonomia obliqua";0;-28,449;-52,2;1998;"Brazil"
"346";"Lonomia obliqua";0;-27,462;-51,908;1998;"Brazil"
"347";"Lonomia obliqua";0;-28,677;-52,166;1998;"Brazil"
"348";"Lonomia obliqua";0;-27,71;-51,759;1998;"Brazil"
"349";"Lonomia obliqua";0;-28,255;-52,397;1998;"Brazil"
"350";"Lonomia obliqua";0;-28,163;-51,93;1998;"Brazil"
"351";"Lonomia obliqua";0;NA;NA;1998;"Brazil"
"352";"Lonomia obliqua";0;-27,91;-51,643;1998;"Brazil"
"353";"Lonomia obliqua";0;-27,559;-52,524;1998;"Brazil"
"354";"Lonomia obliqua";0;-27,5;-52,149;1998;"Brazil"
"355";"Lonomia obliqua";0;-27,571;-52,021;1998;"Brazil"
"356";"Lonomia obliqua";0;-28,107;-52,145;1998;"Brazil"
"357";"Lonomia obliqua";0;-28,534;-52,155;1998;"Brazil"
"358";"Lonomia obliqua";1;-22,301;-42,554;1998;"Brazil"
"359";"Lonomia obliqua";0;-28,847;-51,891;1999;"Brazil"
"360";"Lonomia obliqua";0;-28,255;-52,397;1999;"Brazil"
"361";"Lonomia obliqua";0;-27,635;-52,274;1999;"Brazil"
"362";"Lonomia obliqua";0;-27,635;-52,274;1999;"Brazil"
"363";"Lonomia obliqua";0;-27,882;-52,243;1999;"Brazil"
"364";"Lonomia obliqua";0;-28,458;-52,82;1999;"Brazil"
"365";"Lonomia obliqua";0;-28,534;-52,155;1999;"Brazil"
"366";"Lonomia obliqua";0;-28,458;-52,82;1999;"Brazil"
"367";"Lonomia obliqua";0;-28,178;-52,036;1999;"Brazil"
"368";"Lonomia obliqua";0;-28,972;-52,007;1999;"Brazil"
"369";"Lonomia obliqua";0;-27,396;-52,302;1999;"Brazil"
"370";"Lonomia obliqua";0;-27,409;-52,413;1999;"Brazil"
"371";"Lonomia obliqua";0;-27,923;-53,04;1999;"Brazil"
"372";"Lonomia obliqua";0;-27,672;-51,458;1999;"Brazil"
"373";"Lonomia obliqua";0;-27,717;-52,626;1999;"Brazil"
"374";"Lonomia obliqua";0;-29,298;-51,501;1999;"Brazil"
"375";"Lonomia obliqua";0;-28,272;-51,687;1999;"Brazil"
"376";"Lonomia obliqua";0;-28,059;-53,066;1999;"Brazil"
"377";"Lonomia obliqua";0;-27,953;-52,031;1999;"Brazil"
"378";"Lonomia obliqua";0;-28,118;-52,782;1999;"Brazil"
"379";"Lonomia obliqua";0;-28,985;-51,837;1999;"Brazil"
"380";"Lonomia obliqua";0;-27,854;-52,303;1999;"Brazil"
"381";"Lonomia obliqua";0;-27,635;-52,274;1999;"Brazil"
"382";"Lonomia obliqua";0;-29,226;-51,347;1999;"Brazil"
"383";"Lonomia obliqua";0;-29,03;-51,183;1999;"Brazil"
"384";"Lonomia obliqua";0;-28,796;-53,225;1999;"Brazil"
"385";"Lonomia obliqua";0;-29,256;-51,527;1999;"Brazil"
